statement_id,witness_id,stage,raw_text,cleaned_text,entity_person,entity_time,entity_location,entity_event,text_similarity_score,time_inconsistency_flag,location_inconsistency_flag,entity_contradiction_flag,risk_level,preparedness_level
S507,W02,examination,What did the appellants tell the deceased? They called him out to give New Year greetings.,what did the appellants tell the deceased? they called him out to give new year greetings.,[],[],[],[],,,,,,
S508,W02,examination,"Did your father stop the deceased from going? Yes, but the deceased said he would return in a while.","did your father stop the deceased from going? yes, but the deceased said he would return in a while.",[],[],[],[],,,,,,
S509,W02,examination,What did you hear at around 01:30 AM? I heard the deceased shouting he had been attacked and to save him.,what did you hear at around 01:30 am? i heard the deceased shouting he had been attacked and to save him.,[],[],[],[],,,,,,
S510,W02,examination,What did you see when you reached outside? The deceased was lying injured 20–25 paces away and blood was oozing.,what did you see when you reached outside? the deceased was lying injured 20–25 paces away and blood was oozing.,[],[],[],[],,,,,,
S511,W02,examination,What did the deceased tell you about the attackers? He said the appellants stabbed him with knives.,what did the deceased tell you about the attackers? he said the appellants stabbed him with knives.,[],[],[],[],,,,,,
S512,W02,examination,Who arranged the vehicle to take him to hospital? Neighbour Om Parkash brought his car keys and car.,who arranged the vehicle to take him to hospital? neighbour om parkash brought his car keys and car.,[],[],[],[],,,,,,
S513,W02,examination,What item did you identify as belonging to one appellant? I identified a jacket as worn by appellant Dharminder that night.,what item did you identify as belonging to one appellant? i identified a jacket as worn by appellant dharminder that night.,[],[],[],[],,,,,,
S514,W04,examination,Who prepared the MLC of the deceased? I prepared the MLC Ex.PW-4/A.,who prepared the mlc of the deceased? i prepared the mlc ex.pw-4/a.,[],[],[],[],,,,,,
S515,W04,examination,"What was the condition of the patient at that time? Semi-conscious, disoriented, but speaking.","what was the condition of the patient at that time? semi-conscious, disoriented, but speaking.",[],[],[],[],,,,,,
S516,W05,examination,What did you hear at around 01:30 AM? I heard noises outside during New Year program.,what did you hear at around 01:30 am? i heard noises outside during new year program.,[],[],[],[],,,,,,
S517,W05,examination,What did you see outside? The deceased lying injured; father and sister near him.,what did you see outside? the deceased lying injured; father and sister near him.,[],[],[],[],,,,,,
S518,W05,examination,What did the deceased say about who attacked him? He said the appellants stabbed him with knives.,what did the deceased say about who attacked him? he said the appellants stabbed him with knives.,[],[],[],[],,,,,,
S519,W05,examination,What did you do after seeing the injured? I brought my car keys to take him to the hospital.,what did you do after seeing the injured? i brought my car keys to take him to the hospital.,[],[],[],[],,,,,,
S520,W05,examination,What did the deceased say in the car? He repeated the “notoriety/what we can do” statement.,what did the deceased say in the car? he repeated the “notoriety/what we can do” statement.,[],[],[],[],,,,,,
S521,W06,examination,What did you see when you came outside at about 01:30 AM? A crowd gathered and the deceased was injured.,what did you see when you came outside at about 01:30 am? a crowd gathered and the deceased was injured.,[],[],[],[],,,,,,
S522,W06,examination,What did you see when you came outside at about 01:30 AM? He said the appellants attacked him.,what did you see when you came outside at about 01:30 am? he said the appellants attacked him.,[],[],[],[],,,,,,
S523,W06,examination,"Who took the deceased to hospital? I, the father, and Om Parkash took him in Om Parkash’s car.","who took the deceased to hospital? i, the father, and om parkash took him in om parkash’s car.",[],[],[],[],,,,,,
S524,W06,examination,What did you witness about recoveries later? Appellants got recovered knife/shirt/dagger from their houses in my presence.,what did you witness about recoveries later? appellants got recovered knife/shirt/dagger from their houses in my presence.,[],[],[],[],,,,,,
S525,W06,cross_examination,"Were you present during the disclosure/recovery process? Yes, recoveries were made in my presence as a public witness.","were you present during the disclosure/recovery process? yes, recoveries were made in my presence as a public witness.",[],[],[],[],,,,,,
S526,W18,examination,What did you prepare at hospital regarding death? Inquest papers and post-mortem application were prepared.,what did you prepare at hospital regarding death? inquest papers and post-mortem application were prepared.,[],[],[],[],,,,,,
S527,W18,examination,What did you notice at the place of occurrence? Blood-stained earth at two spots; a jacket near where deceased was found.,what did you notice at the place of occurrence? blood-stained earth at two spots; a jacket near where deceased was found.,[],[],[],[],,,,,,
S528,W18,examination,What did you seize from the scene? Blood-stained earth/earth control and a jacket (seized via memos).,what did you seize from the scene? blood-stained earth/earth control and a jacket (seized via memos).,[],[],[],[],,,,,,
S529,W18,examination,What did you prepare to document the scene? Rough site plan of the place of occurrence.,what did you prepare to document the scene? rough site plan of the place of occurrence.,[],[],[],[],,,,,,
S530,W18,examination,When were the appellants arrested? At about 02:15 PM on 01.01.1996 (on secret information).,when were the appellants arrested? at about 02:15 pm on 01.01.1996 (on secret information).,[],[],[],[],,,,,,
S531,W18,examination,Did the appellants make disclosure statements? Yes—Dharminder disclosed dagger and shirt; Mahesh disclosed knife.,did the appellants make disclosure statements? yes—dharminder disclosed dagger and shirt; mahesh disclosed knife.,[],[],[],[],,,,,,
S532,W18,examination,What was recovered at Dharminder’s instance? A dagger and shirt concealed in his house.,what was recovered at dharminder’s instance? a dagger and shirt concealed in his house.,[],[],[],[],,,,,,
S533,W18,examination,What was recovered at Mahesh’s instance? A knife concealed on the roof of his house.,what was recovered at mahesh’s instance? a knife concealed on the roof of his house.,[],[],[],[],,,,,,
S534,W18,examination,What did you learn about Mahesh’s medical visit? Mahesh had visited AIIMS around 03:00 AM and his MLC was prepared.,what did you learn about mahesh’s medical visit? mahesh had visited aiims around 03:00 am and his mlc was prepared.,[],[],[],[],,,,,,
S535,W18,cross_examination,"Why did your post-mortem application mention “unknown boys”? You said it wasn’t established by evidence at that time, so you wrote “unknown.”","why did your post-mortem application mention “unknown boys”? you said it wasn’t established by evidence at that time, so you wrote “unknown.”",[],[],[],[],,,,,,
S536,W07,examination,When was the post-mortem conducted? Around 03:30 PM on 01.01.1996.,when was the post-mortem conducted? around 03:30 pm on 01.01.1996.,[],[],[],[],,,,,,
S537,W07,examination,What kind of injuries were found? Multiple stab wounds and one contusion/swelling near eye.,what kind of injuries were found? multiple stab wounds and one contusion/swelling near eye.,[],[],[],[],,,,,,
S538,W07,examination,What was the cause of death? Hemorrhagic shock due to multiple injuries.,what was the cause of death? hemorrhagic shock due to multiple injuries.,[],[],[],[],,,,,,
S539,W07,examination,"Were the injuries ante-mortem? Yes, injuries were ante-mortem.","were the injuries ante-mortem? yes, injuries were ante-mortem.",[],[],[],[],,,,,,
S540,W07,examination,"Were the injuries caused by sharp-edged weapons? Yes, caused by sharp-edged weapon.","were the injuries caused by sharp-edged weapons? yes, caused by sharp-edged weapon.",[],[],[],[],,,,,,
S541,W07,examination,"Could the recovered knife/dagger cause the stab injuries? Yes, injuries were possible by the recovered weapons.","could the recovered knife/dagger cause the stab injuries? yes, injuries were possible by the recovered weapons.",[],[],[],[],,,,,,
S542,W15,examination,What did the doctor hand over after post-mortem? Clothes and blood sample of the deceased.,what did the doctor hand over after post-mortem? clothes and blood sample of the deceased.,[],[],[],[],,,,,,
S543,W15,examination,"Were the exhibits seized through memos? Yes, seized via seizure memos after post-mortem.","were the exhibits seized through memos? yes, seized via seizure memos after post-mortem.",[],[],[],[],,,,,,
